date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:38:19	771/771	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22dcd6ea50dbe9febee7885bf870701718-gzip%22	http://www.vintagepointsblog.com/?feed=rss2&p=312	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index709f.html	(from http://www.vintagepointsblog.com/?p=312)
12:38:20	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:24%20GMT	http://www.vintagepointsblog.com/?p=312&share=twitter	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexece7.html	(from http://www.vintagepointsblog.com/?p=312)
12:38:20	2319/2319	---MCZ	200	added ('OK')	application/json	date:Sat,%2029%20Aug%202020%2019:38:24%20GMT	http://www.vintagepointsblog.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.vintagepointsblog.com%2F%3Fp%3D278	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index5a33.json	(from http://www.vintagepointsblog.com/?p=278)
12:38:21	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:25%20GMT	http://www.vintagepointsblog.com/?p=312&share=facebook	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index2fc1.html	(from http://www.vintagepointsblog.com/?p=312)
12:38:21	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:25%20GMT	http://www.vintagepointsblog.com/?p=312&share=google-plus-1	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexa754.html	(from http://www.vintagepointsblog.com/?p=312)
12:38:22	2415/2415	---MCZ	200	added ('OK')	text/xml	date:Sat,%2029%20Aug%202020%2019:38:26%20GMT	http://www.vintagepointsblog.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.vintagepointsblog.com%2F%3Fp%3D278&format=xml	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexe993.php	(from http://www.vintagepointsblog.com/?p=278)
12:38:23	773/773	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f78ca5ce72dc9b268d6ccb32adcb996c-gzip%22	http://www.vintagepointsblog.com/?feed=rss2&p=278	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexd221.html	(from http://www.vintagepointsblog.com/?p=278)
12:38:23	70070/70070	---M--	200	added ('OK')	image/png	date:Fri,%2027%20Jun%202014%2015:45:23%20GMT	https://bkblack28.files.wordpress.com/2014/06/princess_frog_dad.png?resize=304%2C227	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/bkblack28.files.wordpress.com/2014/06/princess_frog_dadac8e.png	(from http://www.vintagepointsblog.com/?p=312)
12:38:23	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:27%20GMT	http://www.vintagepointsblog.com/?p=278&share=twitter	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/index6d01.html	(from http://www.vintagepointsblog.com/?p=278)
12:38:23	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2029%20Aug%202020%2019:38:28%20GMT	http://www.vintagepointsblog.com/?p=278&share=facebook	C:/GitHub/mffais.github.io/vintagepoints/vintagepoints/www.vintagepointsblog.com/indexedb8.html	(from http://www.vintagepointsblog.com/?p=278)
